symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_%,cumulative_pnl,cum_max,drawdown,r_multiple
ADSK,1996-02-27,1996-06-14,37.0,33.19,2,-10.3,-1.03,-137.87,-1.5399999999999956,-136.33,-1.3918918918918919
AAPL,1996-05-14,1996-06-18,27.75,23.21,3,-16.37,-1.64,-154.24,-1.5399999999999956,-152.70000000000002,-1.9663663663663666
ACIW,1996-06-27,1996-07-02,62.0,53.16,1,-14.26,-1.43,-168.5,-1.5399999999999956,-166.96,-2.3
AAPL,1996-06-19,1996-07-11,23.13,18.35,4,-20.64,-2.06,-189.14,-1.5399999999999956,-187.6,-2.2308690012970174
ACIW,1996-07-03,1996-07-15,37.5,28.59,2,-23.75,-2.38,-212.89,-1.5399999999999956,-211.35,-3.1666666666666665
AAPL,1996-08-20,1996-12-31,23.88,20.82,4,-12.83,-1.28,-225.72,-1.5399999999999956,-224.18,-1.343174204355109
ADBE,1996-06-07,1997-03-10,33.81,32.67,2,-3.38,-0.34,-229.1,-1.5399999999999956,-227.56,-0.49985211475894703
ADBE,1997-04-23,1997-06-19,39.24,36.28,2,-7.55,-0.75,-236.65,-1.5399999999999956,-235.11,-0.9620285423037715
AAPL,1997-03-25,1997-06-26,16.62,14.91,6,-10.29,-1.03,-246.94,-1.5399999999999956,-245.4,-1.0318892900120336
AAPL,1997-08-07,1997-08-12,28.75,22.46,3,-21.89,-2.19,-268.83,-1.5399999999999956,-267.28999999999996,-2.537971014492754
AAPL,1997-08-13,1997-10-20,22.25,18.84,4,-15.34,-1.53,-284.16999999999996,-1.5399999999999956,-282.62999999999994,-1.7235955056179775
ADSK,1996-09-20,1997-10-27,25.25,38.34,3,51.86,5.19,-232.30999999999995,-1.5399999999999956,-230.76999999999995,6.846204620462046
ADTN,1997-08-26,1997-10-28,40.88,34.12,2,-16.51,-1.65,-248.81999999999994,-1.5399999999999956,-247.27999999999994,-2.019324853228963
ADBE,1997-06-20,1997-12-11,35.97,39.73,2,10.45,1.04,-238.36999999999995,-1.5399999999999956,-236.82999999999996,1.4525993883792048
ADBE,1998-02-04,1998-06-01,38.0,38.91,2,2.39,0.24,-235.97999999999996,-1.5399999999999956,-234.43999999999997,0.3144736842105263
ADSK,1997-11-04,1998-06-24,38.0,37.55,2,-1.19,-0.12,-237.16999999999996,-1.5399999999999956,-235.62999999999997,-0.15657894736842104
AAPL,1998-01-27,1998-08-31,19.19,32.81,5,71.02,7.1,-166.14999999999998,-1.5399999999999956,-164.60999999999999,7.401771756122979
ADSK,1998-10-30,1998-11-18,32.0,28.59,3,-10.64,-1.06,-176.78999999999996,-1.5399999999999956,-175.24999999999997,-1.1083333333333334
ADP,1996-01-03,1999-01-04,36.87,63.23,2,71.48,7.15,-105.30999999999996,-1.5399999999999956,-103.76999999999997,9.693517765120696
AAPL,1998-11-13,1999-02-26,34.93,35.48,2,1.57,0.16,-103.73999999999997,-1.5399999999999956,-102.19999999999997,0.22473518465502432
ADBE,1998-10-23,1999-03-01,36.25,38.25,2,5.52,0.55,-98.21999999999997,-1.5399999999999956,-96.67999999999998,0.7613793103448275
ADSK,1998-11-19,1999-04-01,30.75,37.08,3,20.58,2.06,-77.63999999999997,-1.5399999999999956,-76.09999999999998,2.2308943089430895
ACIW,1999-07-08,1999-07-23,39.31,33.42,2,-14.98,-1.5,-92.61999999999998,-1.5399999999999956,-91.07999999999998,-1.90536759094378
ACIW,1999-07-27,1999-09-22,31.38,24.58,3,-21.66,-2.17,-114.27999999999997,-1.5399999999999956,-112.73999999999998,-2.3008285532186106
ADSK,1999-07-13,1999-09-24,28.06,21.77,3,-22.41,-2.24,-136.68999999999997,-1.5399999999999956,-135.14999999999998,-2.6621525302922313
AAPL,1999-04-27,1999-09-28,43.0,60.09,2,39.76,3.98,-96.92999999999998,-1.5399999999999956,-95.38999999999999,4.623255813953488
ADBE,1999-03-26,1999-10-27,55.5,98.44,1,77.36,7.74,-19.56999999999998,-1.5399999999999956,-18.029999999999983,13.938738738738738
ACIW,1999-11-09,1999-12-15,34.5,22.44,2,-34.96,-3.5,-54.52999999999998,-1.5399999999999956,-52.98999999999998,-5.066666666666666
ADBE,1999-10-29,2000-01-05,68.5,59.25,1,-13.5,-1.35,-68.02999999999997,-1.5399999999999956,-66.48999999999998,-1.970802919708029
AAPL,1999-10-12,2000-01-12,67.87,88.5,1,30.4,3.04,-37.629999999999974,-1.5399999999999956,-36.089999999999975,4.479151318697509
ACIW,1999-12-16,2000-01-26,27.38,22.41,3,-18.15,-1.82,-55.77999999999997,-1.5399999999999956,-54.23999999999998,-2.209642074506939
ADP,1999-03-17,2000-02-22,39.5,41.11,2,4.07,0.41,-51.70999999999997,-1.5399999999999956,-50.16999999999997,0.5151898734177215
ADBE,2000-02-10,2000-03-08,86.56,79.97,1,-7.62,-0.76,-59.32999999999997,-1.5399999999999956,-57.78999999999998,-0.8803142329020333
ACIW,2000-03-07,2000-03-15,40.75,30.56,2,-25.0,-2.5,-84.32999999999997,-1.5399999999999956,-82.78999999999998,-3.067484662576687
ADTN,2000-02-01,2000-03-27,65.0,60.38,1,-7.12,-0.71,-91.44999999999997,-1.5399999999999956,-89.90999999999998,-1.0953846153846154
ADSK,1999-11-30,2000-03-31,28.5,42.05,3,47.53,4.75,-43.91999999999997,-1.5399999999999956,-42.37999999999998,5.5590643274853795
ACIW,2000-03-17,2000-04-10,31.78,25.55,3,-19.62,-1.96,-63.53999999999998,-1.5399999999999956,-61.999999999999986,-2.0578980490874765
AAPL,2000-01-13,2000-04-12,94.48,112.78,1,19.36,1.94,-44.17999999999998,-1.5399999999999956,-42.639999999999986,2.0491109229466553
ADSK,2000-04-04,2000-04-17,44.12,35.72,2,-19.05,-1.91,-63.229999999999976,-1.5399999999999956,-61.68999999999998,-2.1588848594741616
ACIW,2000-04-11,2000-04-26,25.41,13.12,3,-48.35,-4.84,-111.57999999999998,-1.5399999999999956,-110.03999999999999,-6.342647251738161
AAPL,2000-04-13,2000-05-19,111.5,97.68,0,-12.39,-1.24,-123.96999999999998,-1.5399999999999956,-122.42999999999999,-inf
ADSK,2000-04-19,2000-07-11,38.97,31.5,2,-19.17,-1.92,-143.14,-1.5399999999999956,-141.6,-2.4595842956120095
ADBE,2000-03-10,2000-07-28,79.5,107.48,1,35.2,3.52,-107.93999999999998,-1.5399999999999956,-106.39999999999999,4.427672955974843
ADTN,2000-07-27,2000-09-13,65.19,48.89,1,-25.0,-2.5,-132.94,-1.5399999999999956,-131.4,-3.8349440098174568
AAPL,2000-09-08,2000-09-27,61.62,49.43,1,-19.78,-1.98,-152.72,-1.5399999999999956,-151.18,-3.2099967543005525
ADSK,2000-09-12,2000-10-04,28.5,23.22,3,-18.53,-1.85,-171.25,-1.5399999999999956,-169.71,-2.167251461988304
ADBE,2000-08-08,2000-10-17,121.62,127.64,0,4.95,0.49,-166.3,-1.5399999999999956,-164.76000000000002,inf
ADP,2000-03-31,2001-03-15,47.44,51.98,2,9.59,0.96,-156.71,-1.5399999999999956,-155.17000000000002,1.0107504215851602
ADSK,2001-01-31,2001-03-19,37.19,30.28,2,-18.57,-1.86,-175.28,-1.5399999999999956,-173.74,-2.4966388814197367
AAPL,2001-01-31,2001-05-30,21.5,20.34,4,-5.39,-0.54,-180.67,-1.5399999999999956,-179.13,-0.6267441860465116
AAPL,2001-06-01,2001-07-24,20.13,18.92,4,-6.04,-0.6,-186.70999999999998,-1.5399999999999956,-185.17,-0.7501241927471436
ADP,2001-05-22,2001-08-02,56.75,48.81,1,-14.0,-1.4,-200.70999999999998,-1.5399999999999956,-199.17,-2.4669603524229076
ADBE,2001-05-02,2001-08-07,44.25,36.1,2,-18.42,-1.84,-219.13,-1.5399999999999956,-217.59,-2.0813559322033903
AAPL,2001-08-02,2001-09-21,19.65,14.93,5,-24.04,-2.4,-243.17,-1.5399999999999956,-241.63,-2.446819338422392
ADSK,2001-05-17,2001-09-27,37.54,28.83,2,-23.21,-2.32,-266.38,-1.5399999999999956,-264.84,-3.0913692061800746
ADP,2001-11-14,2002-04-18,56.4,50.62,1,-10.26,-1.03,-276.64,-1.5399999999999956,-275.09999999999997,-1.819148936170213
ADSK,2001-11-14,2002-04-19,36.25,29.23,2,-19.37,-1.94,-296.01,-1.5399999999999956,-294.46999999999997,-2.671724137931035
AAPL,2001-11-14,2002-06-13,19.59,19.63,5,0.19,0.02,-295.82,-1.5399999999999956,-294.28,0.01939765186319551
ADBE,2001-11-14,2002-06-14,31.17,32.49,3,4.23,0.42,-291.59,-1.5399999999999956,-290.04999999999995,0.4523580365736285
ADP,2002-11-05,2003-01-24,44.71,34.91,2,-21.92,-2.19,-313.51,-1.5399999999999956,-311.96999999999997,-2.451353164840081
ADTN,2003-01-16,2003-01-27,40.2,33.04,2,-17.82,-1.78,-331.33,-1.5399999999999956,-329.78999999999996,-2.216417910447761
AAPL,2002-11-05,2003-04-11,16.75,13.35,5,-20.29,-2.03,-351.62,-1.5399999999999956,-350.08,-2.422686567164179
ADTN,2003-04-09,2003-08-05,37.29,46.61,2,25.0,2.5,-326.62,-1.5399999999999956,-325.08,3.352105122016627
ADTN,2003-09-09,2003-12-16,68.58,55.75,1,-18.71,-1.87,-345.33,-1.5399999999999956,-343.78999999999996,-2.7282006415864686
ADBE,2002-11-05,2004-03-11,25.99,34.79,3,33.84,3.38,-311.49,-1.5399999999999956,-309.95,4.34013081954598
ADSK,2002-11-26,2004-12-21,14.69,54.36,6,270.04,27.0,-41.44999999999999,-1.5399999999999956,-39.91,30.637621965055594
ADSK,2004-12-22,2005-01-24,38.45,29.24,2,-23.97,-2.4,-65.41999999999999,-1.5399999999999956,-63.879999999999995,-3.1170351105331595
AAPL,2003-05-13,2005-02-28,18.43,68.16,5,269.85,26.98,204.43000000000004,204.43000000000004,0.0,29.283776451437877
ADEA,2004-10-07,2005-04-22,42.36,56.97,2,34.48,3.45,238.91000000000003,238.91000000000003,0.0,4.069877242681774
AAPL,2005-03-01,2005-05-11,44.99,33.74,2,-25.0,-2.5,213.91000000000003,238.91000000000003,-25.0,-2.778395198933096
ADBE,2004-04-07,2005-05-24,41.06,35.43,2,-13.71,-1.37,200.20000000000002,238.91000000000003,-38.71000000000001,-1.6695080370189967
ADEA,2005-06-24,2005-09-23,57.4,47.74,1,-16.82,-1.68,183.38000000000002,238.91000000000003,-55.53,-2.9303135888501743
ADSK,2005-05-19,2006-02-03,36.39,36.2,2,-0.52,-0.05,182.86,238.91000000000003,-56.05000000000001,-0.07144820005496016
AAPL,2005-06-17,2006-02-09,38.47,64.8,2,68.45,6.84,251.31,251.31,0.0,8.89654276059267
ADBE,2005-10-04,2006-05-18,29.81,30.64,3,2.78,0.28,254.09,254.09,0.0,0.3108576540310858
ADEA,2006-01-24,2006-06-07,50.88,43.86,1,-13.8,-1.38,240.29,254.09,-13.800000000000011,-2.7122641509433962
ADSK,2006-04-04,2006-06-27,37.38,32.92,2,-11.94,-1.19,228.35,254.09,-25.74000000000001,-1.5971107544141252
AAPL,2006-02-10,2006-07-07,65.18,55.35,1,-15.08,-1.51,213.26999999999998,254.09,-40.82000000000002,-2.3135931267259893
AAL,2006-04-18,2006-08-08,37.1,42.31,2,14.04,1.4,227.30999999999997,254.09,-26.78000000000003,1.8921832884097034
AAL,2006-10-03,2007-03-13,46.6,47.45,2,1.83,0.18,229.14,254.09,-24.950000000000017,0.1963519313304721
ADEA,2006-08-03,2007-08-03,54.9,57.16,1,4.1,0.41,233.23999999999998,254.09,-20.850000000000023,0.7468123861566484
ACIW,2007-05-02,2007-08-10,31.54,28.46,3,-9.77,-0.98,223.46999999999997,254.09,-30.620000000000033,-1.0325512576622278
AAL,2007-07-25,2007-08-15,35.26,27.65,2,-21.59,-2.16,201.87999999999997,254.09,-52.210000000000036,-3.061542824730573
AAPL,2006-08-16,2007-08-16,67.1,111.69,1,66.46,6.65,268.34,268.34,0.0,9.904619970193739
ADBE,2006-08-16,2008-01-17,34.0,36.35,2,6.92,0.69,275.26,275.26,0.0,1.0176470588235293
ADP,2003-04-25,2008-01-22,33.7,38.62,2,14.61,1.46,289.87,289.87,0.0,2.167655786350148
AAPL,2007-09-25,2008-01-22,146.84,152.22,0,3.66,0.37,293.53000000000003,293.53000000000003,0.0,inf
ADSK,2006-08-29,2008-02-07,33.68,38.49,2,14.28,1.43,307.81,307.81,0.0,2.1199524940617573
ADEA,2007-10-03,2008-02-26,62.62,52.96,1,-15.43,-1.54,292.38,307.81,-15.430000000000007,-2.4640689875439157
ADEA,2008-05-02,2008-06-27,34.96,26.43,2,-24.4,-2.44,267.98,307.81,-39.829999999999984,-3.489702517162471
ADSK,2008-05-01,2008-07-31,37.75,31.7,2,-16.03,-1.6,251.95000000000002,307.81,-55.859999999999985,-2.12317880794702
AAPL,2008-04-22,2008-09-15,167.4,141.07,0,-15.73,-1.57,236.22000000000003,307.81,-71.58999999999997,-inf
ADBE,2008-04-22,2008-10-03,36.73,34.83,2,-5.17,-0.52,231.05000000000004,307.81,-76.75999999999996,-0.7037843724475906
ADP,2008-04-22,2008-10-06,43.41,39.71,2,-8.52,-0.85,222.53000000000003,307.81,-85.27999999999997,-0.9813407049067034
ACGL,2003-04-03,2008-10-09,34.52,60.35,2,74.83,7.48,297.36,307.81,-10.449999999999989,10.838644264194668
ADSK,2009-04-15,2009-07-08,18.38,17.14,5,-6.76,-0.68,290.6,307.81,-17.20999999999998,-0.735582154515778
AAL,2009-09-18,2009-10-01,5.12,4.2,19,-17.97,-1.8,272.63,307.81,-35.18000000000001,-1.8472450657894732
ADEA,2009-05-21,2009-10-30,33.24,39.6,3,19.15,1.91,291.78,307.81,-16.03000000000003,1.9203770557561168
ADEA,2009-11-03,2010-01-07,34.24,33.32,2,-2.67,-0.27,289.10999999999996,307.81,-18.700000000000045,-0.3898948598130841
ADP,2009-04-17,2010-05-06,36.81,31.72,2,-13.83,-1.38,275.28,307.81,-32.53000000000003,-1.8785656071719639
AAPL,2009-04-03,2010-05-06,114.19,204.34,0,78.95,7.9,354.22999999999996,354.22999999999996,0.0,inf
AAL,2009-12-23,2010-05-06,5.13,6.13,19,19.44,1.94,373.66999999999996,373.66999999999996,0.0,1.994459833795014
ADEA,2010-01-08,2010-05-21,32.98,28.49,3,-13.61,-1.36,360.05999999999995,373.66999999999996,-13.610000000000014,-1.3755811602991714
ADSK,2009-07-09,2010-06-08,17.0,26.38,5,55.21,5.52,415.2699999999999,415.2699999999999,0.0,6.495294117647059
ADBE,2009-04-07,2010-06-29,23.61,28.65,4,21.35,2.13,436.61999999999995,436.61999999999995,0.0,2.2606946209233376
ADBE,2010-09-10,2010-09-22,32.56,28.36,3,-12.89,-1.29,423.72999999999996,436.61999999999995,-12.889999999999986,-1.3196150696150697
AAXJ,2011-01-27,2011-02-22,62.99,59.41,1,-5.68,-0.57,418.04999999999995,436.61999999999995,-18.569999999999993,-0.9017304334021273
AAL,2010-08-05,2011-02-22,10.01,9.2,9,-8.14,-0.81,409.90999999999997,436.61999999999995,-26.70999999999998,-0.9035409035409036
ACGL,2009-04-17,2011-05-12,56.78,43.99,1,-22.53,-2.25,387.38,436.61999999999995,-49.23999999999995,-3.9679464600211345
ADTN,2010-10-14,2011-07-14,33.22,35.78,3,7.69,0.77,395.07,436.61999999999995,-41.549999999999955,0.7716235199678909
AAL,2011-05-17,2011-07-14,9.86,7.85,10,-20.36,-2.04,374.71,436.61999999999995,-61.90999999999997,-2.0649087221095335
ADSK,2010-08-10,2011-07-28,28.73,34.61,3,20.48,2.05,395.19,436.61999999999995,-41.42999999999995,2.376145724562014
ADBE,2010-09-23,2011-08-03,26.58,26.99,3,1.55,0.16,396.74,436.61999999999995,-39.87999999999994,0.1943817406571357
AAL,2012-01-27,2012-02-23,7.8,7.43,12,-4.71,-0.47,392.03000000000003,436.61999999999995,-44.58999999999992,-0.5032051282051282
ADEA,2011-12-08,2012-03-06,26.48,25.26,3,-4.59,-0.46,387.44000000000005,436.61999999999995,-49.17999999999989,-0.5777945619335347
ADSK,2011-10-25,2012-05-18,32.95,32.02,3,-2.83,-0.28,384.61000000000007,436.61999999999995,-52.00999999999988,-0.2862923621648963
ADTN,2012-03-20,2012-07-11,31.26,25.52,3,-18.37,-1.84,366.24000000000007,436.61999999999995,-70.37999999999988,-1.9588398379185328
AAL,2012-02-24,2012-07-26,7.22,10.88,13,50.73,5.07,416.9700000000001,436.61999999999995,-19.649999999999864,5.404858299595141
AAPL,2010-05-11,2012-11-15,251.84,528.8,0,109.98,11.0,526.95,526.95,0.0,inf
ACAD,2013-04-12,2013-10-09,12.74,22.3,7,75.02,7.5,601.97,601.97,0.0,8.412200044853105
ACAD,2013-10-11,2014-03-24,22.98,24.0,4,4.44,0.44,606.4100000000001,606.4100000000001,0.0,0.4830287206266319
ACAD,2014-03-25,2014-04-11,24.41,19.12,4,-21.65,-2.17,584.7600000000001,606.4100000000001,-21.649999999999977,-2.217328963539533
AAPL,2013-05-29,2014-06-09,440.0,383.49,0,-12.84,-1.28,571.9200000000001,606.4100000000001,-34.49000000000001,-inf
ACIW,2012-02-16,2014-07-11,35.06,28.02,2,-20.09,-2.01,551.83,606.4100000000001,-54.58000000000004,-2.865088419851683
AAL,2012-07-27,2014-10-02,11.34,33.66,8,196.83,19.68,748.6600000000001,748.6600000000001,0.0,21.69642857142857
ABUS,2014-08-19,2014-10-07,19.95,22.45,5,12.52,1.25,761.1800000000001,761.1800000000001,0.0,1.2551378446115289
ABUS,2014-10-09,2014-10-20,23.76,18.54,4,-21.97,-2.2,739.21,761.1800000000001,-21.970000000000027,-2.3116582491582487
ABUS,2014-10-29,2014-12-02,18.2,13.65,5,-25.0,-2.5,714.21,761.1800000000001,-46.97000000000003,-2.7472527472527473
ACAD,2015-03-11,2015-03-12,45.75,37.99,2,-16.96,-1.7,697.25,761.1800000000001,-63.930000000000064,-1.853551912568306
AAL,2014-11-11,2015-05-22,44.0,42.15,2,-4.2,-0.42,693.05,761.1800000000001,-68.13000000000011,-0.47727272727272724
ACAD,2015-03-13,2015-08-07,34.69,38.99,2,12.4,1.24,705.4499999999999,761.1800000000001,-55.73000000000013,1.7872585759584896
AAXJ,2011-11-10,2015-08-21,52.44,52.46,1,0.03,0.0,705.4799999999999,761.1800000000001,-55.70000000000016,0.005720823798627002
ADEA,2014-08-05,2015-08-21,42.87,53.81,2,25.51,2.55,730.9899999999999,761.1800000000001,-30.19000000000017,2.9752740844413346
ACHC,2015-07-14,2015-08-24,80.0,68.53,1,-14.34,-1.43,716.6499999999999,761.1800000000001,-44.5300000000002,-1.7925
ADSK,2012-07-27,2015-08-24,33.91,48.75,2,43.76,4.38,760.4099999999999,761.1800000000001,-0.7700000000002092,6.452373930993808
AAPL,2014-06-10,2015-08-24,94.73,100.9,0,3.43,0.34,763.8399999999998,763.8399999999998,0.0,inf
ADP,2010-05-11,2015-08-24,42.37,67.67,2,59.72,5.97,823.5599999999998,823.5599999999998,0.0,7.047439225867358
ACAD,2015-08-11,2015-09-28,38.64,32.92,2,-14.81,-1.48,808.7499999999999,823.5599999999998,-14.809999999999945,-1.9164078674948242
ADEA,2015-11-05,2015-11-16,60.5,53.22,1,-12.03,-1.2,796.7199999999999,823.5599999999998,-26.839999999999918,-1.9884297520661156
AAXJ,2015-10-23,2015-12-08,58.77,54.22,1,-7.74,-0.77,788.9799999999999,823.5599999999998,-34.57999999999993,-1.3169984686064318
ADP,2015-10-23,2015-12-11,90.0,83.23,1,-7.52,-0.75,781.4599999999999,823.5599999999998,-42.09999999999991,-0.8355555555555555
AAPL,2015-10-27,2016-01-04,115.4,102.38,0,-11.28,-1.13,770.18,823.5599999999998,-53.37999999999988,-inf
ACAD,2015-11-24,2016-01-06,36.91,29.56,2,-19.92,-1.99,750.26,823.5599999999998,-73.29999999999984,-2.6984557030615015
ADEA,2015-11-17,2016-01-07,53.9,45.97,1,-14.72,-1.47,735.54,823.5599999999998,-88.01999999999987,-2.730983302411874
AAL,2015-10-23,2016-01-14,46.37,38.94,2,-16.01,-1.6,719.53,823.5599999999998,-104.02999999999986,-1.7263316799654953
ADSK,2015-10-27,2016-01-15,53.44,49.34,1,-7.68,-0.77,711.85,823.5599999999998,-111.70999999999981,-1.4371257485029938
ADBE,2011-10-25,2016-02-08,28.05,72.32,3,157.81,15.78,869.6600000000001,869.6600000000001,0.0,18.7534165181224
AAL,2016-03-15,2016-04-22,42.3,37.02,2,-12.47,-1.25,857.19,869.6600000000001,-12.470000000000027,-1.4739952718676121
AAPL,2016-03-16,2016-04-28,104.61,95.23,0,-8.96,-0.9,848.23,869.6600000000001,-21.430000000000064,-inf
ACAD,2016-04-01,2016-06-24,27.87,31.87,3,14.34,1.43,862.57,869.6600000000001,-7.090000000000032,1.7151058485827053
ACAD,2016-06-30,2016-10-04,31.21,28.56,3,-8.49,-0.85,854.08,869.6600000000001,-15.580000000000041,-0.9067606536366548
AAXJ,2016-08-16,2016-11-10,59.84,57.35,1,-4.16,-0.42,849.9200000000001,869.6600000000001,-19.74000000000001,-0.695187165775401
ADEA,2016-06-01,2017-03-07,52.93,56.57,1,6.86,0.69,856.7800000000001,869.6600000000001,-12.879999999999995,1.2960513886264882
AAOI,2017-03-08,2017-04-05,54.85,45.14,1,-17.7,-1.77,839.08,869.6600000000001,-30.58000000000004,-3.2269826800364627
ACAD,2016-12-07,2017-05-10,27.61,30.62,3,10.91,1.09,849.99,869.6600000000001,-19.670000000000073,1.3171556199444647
AAOI,2017-04-06,2017-08-04,44.76,77.56,2,73.27,7.33,923.26,923.26,0.0,8.184763181411975
AAOI,2017-08-08,2017-10-13,71.75,53.81,1,-25.0,-2.5,898.26,923.26,-25.0,-3.4843205574912894
ACAD,2017-10-17,2017-11-08,36.06,29.9,2,-17.09,-1.71,881.17,923.26,-42.09000000000003,-2.369661674986134
ADEA,2017-12-22,2018-02-06,43.09,33.31,2,-22.68,-2.27,858.49,923.26,-64.76999999999998,-2.631701090740311
AAL,2016-07-27,2018-04-25,36.5,44.31,2,21.4,2.14,879.89,923.26,-43.370000000000005,2.931506849315068
ACGL,2011-05-13,2018-06-21,34.94,76.95,2,120.23,12.02,1000.12,1000.12,0.0,17.205208929593592
AAOI,2018-05-11,2018-07-25,32.09,37.72,3,17.56,1.76,1017.68,1017.68,0.0,1.824036563830892
AAOI,2018-07-26,2018-09-05,38.13,34.5,2,-9.52,-0.95,1008.16,1017.68,-9.519999999999982,-1.2483608707054812
AAL,2018-08-29,2018-10-08,40.66,35.83,2,-11.88,-1.19,996.28,1017.68,-21.399999999999977,-1.4608952287260208
ACHC,2018-02-28,2018-10-11,38.33,33.76,2,-11.91,-1.19,984.37,1017.68,-33.309999999999945,-1.553613357683277
AAXJ,2017-05-11,2018-10-11,65.63,63.2,1,-3.69,-0.37,980.68,1017.68,-37.0,-0.5622428767332013
ADSK,2016-03-16,2018-10-29,56.22,119.96,1,113.37,11.34,1094.05,1094.05,0.0,20.165421558164354
ACAD,2018-09-27,2018-11-14,21.06,17.66,4,-16.13,-1.61,1077.9199999999998,1094.05,-16.13000000000011,-1.9147673314339981
ADBE,2016-03-22,2018-11-20,92.06,208.21,1,126.17,12.62,1204.09,1204.09,0.0,13.705192265913533
AAPL,2016-04-29,2018-11-23,93.99,175.1,1,86.3,8.63,1290.3899999999999,1290.3899999999999,0.0,9.181827854027025
AAL,2018-10-09,2018-12-24,36.3,29.88,2,-17.67,-1.77,1272.7199999999998,1290.3899999999999,-17.670000000000073,-2.4338842975206614
AAL,2019-02-12,2019-03-12,36.76,30.88,2,-15.98,-1.6,1256.7399999999998,1290.3899999999999,-33.65000000000009,-2.1735582154515782
ADEA,2019-03-12,2019-06-14,39.0,32.78,2,-15.96,-1.6,1240.7799999999997,1290.3899999999999,-49.61000000000013,-2.0461538461538464
AAXJ,2019-02-05,2019-08-05,69.1,64.65,1,-6.44,-0.64,1234.3399999999997,1290.3899999999999,-56.05000000000018,-0.9319826338639653
AAL,2019-03-13,2019-08-14,31.22,26.21,3,-16.05,-1.6,1218.2899999999997,1290.3899999999999,-72.10000000000014,-1.7136450992953236
ADSK,2019-02-05,2019-08-28,151.73,132.52,0,-12.66,-1.27,1205.6299999999997,1290.3899999999999,-84.76000000000022,-inf
ACAD,2019-08-14,2020-01-03,29.04,40.28,3,38.69,3.87,1244.3199999999997,1290.3899999999999,-46.070000000000164,4.441000918273645
AAL,2019-10-08,2020-02-25,25.56,23.75,3,-7.07,-0.71,1237.2499999999998,1290.3899999999999,-53.1400000000001,-0.9220135628586335
ADSK,2019-10-08,2020-03-09,146.17,158.68,0,8.56,0.86,1245.8099999999997,1290.3899999999999,-44.580000000000155,inf
ACGL,2019-07-02,2020-03-09,37.76,36.24,2,-4.03,-0.4,1241.7799999999997,1290.3899999999999,-48.61000000000013,-0.5336334745762712
ACWX,2017-01-04,2020-03-11,40.7,40.3,2,-0.97,-0.1,1240.8099999999997,1290.3899999999999,-49.580000000000155,-0.11916461916461915
ACAD,2020-01-07,2020-03-12,42.62,32.49,2,-23.77,-2.38,1217.0399999999997,1290.3899999999999,-73.35000000000014,-2.788596902862506
